orderid;custid;empid;orderdate;requireddate;shippeddate;shipperid;freight;shipname;shipaddress;shipcity;shipregion;shippostalcode;shipcountry
10822;82;6;2008-01-08 00:00:00.000;2008-02-05 00:00:00.000;2008-01-16 00:00:00.000;3;7,00;Ship to 82-B;9012 DaVinci Blvd.;Kirkland;WA;10338;USA
10823;46;5;2008-01-09 00:00:00.000;2008-02-06 00:00:00.000;2008-01-13 00:00:00.000;2;163,97;Ship to 46-A;Carrera 0123 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;10227;Venezuela
10824;24;8;2008-01-09 00:00:00.000;2008-02-06 00:00:00.000;2008-01-30 00:00:00.000;1;1,23;Destination NCKKO;Åkergatan 7890;Bräcke;NULL;10165;Sweden
10825;17;1;2008-01-09 00:00:00.000;2008-02-06 00:00:00.000;2008-01-14 00:00:00.000;1;79,25;Destination BJCXA;Walserweg 7890;Aachen;NULL;10145;Germany
10826;7;6;2008-01-12 00:00:00.000;2008-02-09 00:00:00.000;2008-02-06 00:00:00.000;1;7,09;Ship to 7-C;2345, place Kléber;Strasbourg;NULL;10331;France
10827;9;1;2008-01-12 00:00:00.000;2008-01-26 00:00:00.000;2008-02-06 00:00:00.000;2;63,54;Ship to 9-B;9012, rue des Bouchers;Marseille;NULL;10368;France
10828;64;9;2008-01-13 00:00:00.000;2008-01-27 00:00:00.000;2008-02-04 00:00:00.000;1;90,85;Ship to 64-B;Av. del Libertador 5678;Buenos Aires;NULL;10283;Argentina
10829;38;9;2008-01-13 00:00:00.000;2008-02-10 00:00:00.000;2008-01-23 00:00:00.000;1;154,72;Destination QVTLW;Garden House Crowther Way 7890;Cowes;Isle of Wight;10205;UK
10830;81;4;2008-01-13 00:00:00.000;2008-02-24 00:00:00.000;2008-01-21 00:00:00.000;2;81,83;Ship to 81-C;Av. Inês de Castro, 7890;Sao Paulo;SP;10336;Brazil
10831;70;3;2008-01-14 00:00:00.000;2008-02-11 00:00:00.000;2008-01-23 00:00:00.000;2;72,19;Ship to 70-B;Erling Skakkes gate 5678;Stavern;NULL;10303;Norway
10832;41;2;2008-01-14 00:00:00.000;2008-02-11 00:00:00.000;2008-01-19 00:00:00.000;2;43,26;Ship to 41-C;0123 rue Alsace-Lorraine;Toulouse;NULL;10218;France
10833;56;6;2008-01-15 00:00:00.000;2008-02-12 00:00:00.000;2008-01-23 00:00:00.000;2;71,49;Ship to 56-B;Mehrheimerstr. 1234;Köln;NULL;10259;Germany
10834;81;1;2008-01-15 00:00:00.000;2008-02-12 00:00:00.000;2008-01-19 00:00:00.000;3;29,78;Ship to 81-A;Av. Inês de Castro, 6789;Sao Paulo;SP;10335;Brazil
10835;1;1;2008-01-15 00:00:00.000;2008-02-12 00:00:00.000;2008-01-21 00:00:00.000;3;69,53;Destination LOUIE;Obere Str. 6789;Berlin;NULL;10154;Germany
10836;20;7;2008-01-16 00:00:00.000;2008-02-13 00:00:00.000;2008-01-21 00:00:00.000;1;411,88;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10837;5;9;2008-01-16 00:00:00.000;2008-02-13 00:00:00.000;2008-01-23 00:00:00.000;3;13,32;Ship to 5-A;Berguvsvägen  9012;Luleå;NULL;10267;Sweden
10838;47;3;2008-01-19 00:00:00.000;2008-02-16 00:00:00.000;2008-01-23 00:00:00.000;3;59,28;Ship to 47-A;Ave. 5 de Mayo Porlamar 3456;I. de Margarita;Nueva Esparta;10230;Venezuela
10839;81;3;2008-01-19 00:00:00.000;2008-02-16 00:00:00.000;2008-01-22 00:00:00.000;3;35,43;Ship to 81-C;Av. Inês de Castro, 7890;Sao Paulo;SP;10336;Brazil
10840;47;4;2008-01-19 00:00:00.000;2008-03-02 00:00:00.000;2008-02-16 00:00:00.000;2;2,71;Ship to 47-A;Ave. 5 de Mayo Porlamar 3456;I. de Margarita;Nueva Esparta;10230;Venezuela
10841;76;5;2008-01-20 00:00:00.000;2008-02-17 00:00:00.000;2008-01-29 00:00:00.000;2;424,30;Ship to 76-B;Boulevard Tirou, 9012;Charleroi;NULL;10318;Belgium
10842;80;1;2008-01-20 00:00:00.000;2008-02-17 00:00:00.000;2008-01-29 00:00:00.000;3;54,42;Ship to 80-A;Avda. Azteca 3456;México D.F.;NULL;10332;Mexico
10843;84;4;2008-01-21 00:00:00.000;2008-02-18 00:00:00.000;2008-01-26 00:00:00.000;2;9,26;Ship to 84-C;5678, rue du Commerce;Lyon;NULL;10344;France
10844;59;8;2008-01-21 00:00:00.000;2008-02-18 00:00:00.000;2008-01-26 00:00:00.000;2;25,22;Ship to 59-A;Geislweg 6789;Salzburg;NULL;10264;Austria
10845;63;8;2008-01-21 00:00:00.000;2008-02-04 00:00:00.000;2008-01-30 00:00:00.000;1;212,98;Ship to 63-A;Taucherstraße 1234;Cunewalde;NULL;10279;Germany
10846;76;2;2008-01-22 00:00:00.000;2008-03-05 00:00:00.000;2008-01-23 00:00:00.000;3;56,46;Ship to 76-C;Boulevard Tirou, 0123;Charleroi;NULL;10319;Belgium
10847;71;4;2008-01-22 00:00:00.000;2008-02-05 00:00:00.000;2008-02-10 00:00:00.000;3;487,57;Ship to 71-A;7890 Suffolk Ln.;Boise;ID;10305;USA
10848;16;7;2008-01-23 00:00:00.000;2008-02-20 00:00:00.000;2008-01-29 00:00:00.000;2;38,24;Destination QKQNB;Berkeley Gardens 5678  Brewery;London;NULL;10143;UK
10849;39;9;2008-01-23 00:00:00.000;2008-02-20 00:00:00.000;2008-01-30 00:00:00.000;2;0,56;Destination DKMQA;Maubelstr. 0123;Brandenburg;NULL;10208;Germany
10850;84;1;2008-01-23 00:00:00.000;2008-03-06 00:00:00.000;2008-01-30 00:00:00.000;1;49,19;Ship to 84-C;5678, rue du Commerce;Lyon;NULL;10344;France
10851;67;5;2008-01-26 00:00:00.000;2008-02-23 00:00:00.000;2008-02-02 00:00:00.000;1;160,55;Ship to 67-C;Av. Copacabana, 5678;Rio de Janeiro;RJ;10293;Brazil
10852;65;8;2008-01-26 00:00:00.000;2008-02-09 00:00:00.000;2008-01-30 00:00:00.000;1;174,05;Ship to 65-A;7890 Milton Dr.;Albuquerque;NM;10285;USA
10853;6;9;2008-01-27 00:00:00.000;2008-02-24 00:00:00.000;2008-02-03 00:00:00.000;2;53,83;Ship to 6-B;Forsterstr. 3456;Mannheim;NULL;10301;Germany
10854;20;3;2008-01-27 00:00:00.000;2008-02-24 00:00:00.000;2008-02-05 00:00:00.000;2;100,22;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10855;55;3;2008-01-27 00:00:00.000;2008-02-24 00:00:00.000;2008-02-04 00:00:00.000;1;170,97;Ship to 55-A;7890 Bering St.;Anchorage;AK;10255;USA
10856;3;3;2008-01-28 00:00:00.000;2008-02-25 00:00:00.000;2008-02-10 00:00:00.000;2;58,43;Destination FQFLS;Mataderos  3456;México D.F.;NULL;10211;Mexico
10857;5;8;2008-01-28 00:00:00.000;2008-02-25 00:00:00.000;2008-02-06 00:00:00.000;2;188,85;Ship to 5-B;Berguvsvägen  0123;Luleå;NULL;10268;Sweden
10858;40;2;2008-01-29 00:00:00.000;2008-02-26 00:00:00.000;2008-02-03 00:00:00.000;1;52,51;Destination POAEW;7890, avenue de l'Europe;Versailles;NULL;10215;France
10859;25;1;2008-01-29 00:00:00.000;2008-02-26 00:00:00.000;2008-02-02 00:00:00.000;2;76,10;Destination QOCBL;Berliner Platz 1234;München;NULL;10169;Germany
10860;26;3;2008-01-29 00:00:00.000;2008-02-26 00:00:00.000;2008-02-04 00:00:00.000;3;19,26;Destination XBVKN;3456, rue Royale;Nantes;NULL;10171;France
10861;89;4;2008-01-30 00:00:00.000;2008-02-27 00:00:00.000;2008-02-17 00:00:00.000;2;14,93;Ship to 89-C;9012 - 12th Ave. S.;Seattle;WA;10358;USA
10862;44;8;2008-01-30 00:00:00.000;2008-03-13 00:00:00.000;2008-02-02 00:00:00.000;2;53,23;Ship to 44-C;Magazinweg 6789;Frankfurt a.M.;NULL;10224;Germany
10863;35;4;2008-02-02 00:00:00.000;2008-03-02 00:00:00.000;2008-02-17 00:00:00.000;2;30,26;Destination UOUWK;Carrera 9012 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10197;Venezuela
10864;4;4;2008-02-02 00:00:00.000;2008-03-02 00:00:00.000;2008-02-09 00:00:00.000;2;3,04;Ship to 4-C;Brook Farm Stratford St. Mary 2345;Colchester;Essex;10240;UK
10865;63;2;2008-02-02 00:00:00.000;2008-02-16 00:00:00.000;2008-02-12 00:00:00.000;1;348,14;Ship to 63-A;Taucherstraße 1234;Cunewalde;NULL;10279;Germany
10866;5;5;2008-02-03 00:00:00.000;2008-03-03 00:00:00.000;2008-02-12 00:00:00.000;1;109,11;Ship to 5-B;Berguvsvägen  0123;Luleå;NULL;10268;Sweden
10867;48;6;2008-02-03 00:00:00.000;2008-03-17 00:00:00.000;2008-02-11 00:00:00.000;1;1,93;Ship to 48-B;6789 Chiaroscuro Rd.;Portland;OR;10233;USA
10868;62;7;2008-02-04 00:00:00.000;2008-03-04 00:00:00.000;2008-02-23 00:00:00.000;2;191,27;Ship to 62-C;Alameda dos Canàrios, 0123;Sao Paulo;SP;10278;Brazil
10869;72;5;2008-02-04 00:00:00.000;2008-03-04 00:00:00.000;2008-02-09 00:00:00.000;1;143,28;Ship to 72-A;0123 Wadhurst Rd.;London;NULL;10308;UK
10870;91;5;2008-02-04 00:00:00.000;2008-03-04 00:00:00.000;2008-02-13 00:00:00.000;3;12,04;Ship to 91-A;ul. Filtrowa 5678;Warszawa;NULL;10364;Poland
10871;9;9;2008-02-05 00:00:00.000;2008-03-05 00:00:00.000;2008-02-10 00:00:00.000;2;112,27;Ship to 9-B;9012, rue des Bouchers;Marseille;NULL;10368;France
10872;30;5;2008-02-05 00:00:00.000;2008-03-05 00:00:00.000;2008-02-09 00:00:00.000;2;175,32;Destination GGQIR;C/ Romero, 6789;Sevilla;NULL;10184;Spain
10873;90;4;2008-02-06 00:00:00.000;2008-03-06 00:00:00.000;2008-02-09 00:00:00.000;1;0,82;Ship to 90-B;Keskuskatu 3456;Helsinki;NULL;10362;Finland
10874;30;5;2008-02-06 00:00:00.000;2008-03-06 00:00:00.000;2008-02-11 00:00:00.000;2;19,58;Destination IIYDD;C/ Romero, 5678;Sevilla;NULL;10183;Spain
10875;5;4;2008-02-06 00:00:00.000;2008-03-06 00:00:00.000;2008-03-03 00:00:00.000;2;32,37;Ship to 5-A;Berguvsvägen  9012;Luleå;NULL;10267;Sweden
10876;9;7;2008-02-09 00:00:00.000;2008-03-09 00:00:00.000;2008-02-12 00:00:00.000;3;60,42;Ship to 9-A;8901, rue des Bouchers;Marseille;NULL;10367;France
10877;67;1;2008-02-09 00:00:00.000;2008-03-09 00:00:00.000;2008-02-19 00:00:00.000;1;38,06;Ship to 67-B;Av. Copacabana, 4567;Rio de Janeiro;RJ;10292;Brazil
10878;63;4;2008-02-10 00:00:00.000;2008-03-10 00:00:00.000;2008-02-12 00:00:00.000;1;46,69;Ship to 63-B;Taucherstraße 2345;Cunewalde;NULL;10280;Germany
10879;90;3;2008-02-10 00:00:00.000;2008-03-10 00:00:00.000;2008-02-12 00:00:00.000;3;8,50;Ship to 90-A;Keskuskatu 2345;Helsinki;NULL;10361;Finland
10880;24;7;2008-02-10 00:00:00.000;2008-03-24 00:00:00.000;2008-02-18 00:00:00.000;1;88,01;Destination KBSBN;Åkergatan 9012;Bräcke;NULL;10167;Sweden
10881;12;4;2008-02-11 00:00:00.000;2008-03-11 00:00:00.000;2008-02-18 00:00:00.000;1;2,84;Destination IGLOB;Cerrito 7890;Buenos Aires;NULL;10135;Argentina
10882;71;4;2008-02-11 00:00:00.000;2008-03-11 00:00:00.000;2008-02-20 00:00:00.000;3;23,10;Ship to 71-B;8901 Suffolk Ln.;Boise;ID;10306;USA
10883;48;8;2008-02-12 00:00:00.000;2008-03-12 00:00:00.000;2008-02-20 00:00:00.000;3;0,53;Ship to 48-C;7890 Chiaroscuro Rd.;Portland;OR;10234;USA
10884;45;4;2008-02-12 00:00:00.000;2008-03-12 00:00:00.000;2008-02-13 00:00:00.000;2;90,97;Ship to 45-C;9012 Polk St. Suite 5;San Francisco;CA;10226;USA
10885;76;6;2008-02-12 00:00:00.000;2008-03-12 00:00:00.000;2008-02-18 00:00:00.000;3;5,64;Ship to 76-B;Boulevard Tirou, 9012;Charleroi;NULL;10318;Belgium
10886;34;1;2008-02-13 00:00:00.000;2008-03-13 00:00:00.000;2008-03-02 00:00:00.000;1;4,99;Destination SCQXA;Rua do Paço, 7890;Rio de Janeiro;RJ;10195;Brazil
10887;29;8;2008-02-13 00:00:00.000;2008-03-13 00:00:00.000;2008-02-16 00:00:00.000;3;1,25;Destination VPNNG;Rambla de Cataluña, 0123;Barcelona;NULL;10178;Spain
10888;30;1;2008-02-16 00:00:00.000;2008-03-16 00:00:00.000;2008-02-23 00:00:00.000;2;51,87;Destination IIYDD;C/ Romero, 5678;Sevilla;NULL;10183;Spain
10889;65;9;2008-02-16 00:00:00.000;2008-03-16 00:00:00.000;2008-02-23 00:00:00.000;3;280,61;Ship to 65-C;9012 Milton Dr.;Albuquerque;NM;10287;USA
10890;18;7;2008-02-16 00:00:00.000;2008-03-16 00:00:00.000;2008-02-18 00:00:00.000;1;32,76;Destination JNSYI;1234, rue des Cinquante Otages;Nantes;NULL;10149;France
10891;44;7;2008-02-17 00:00:00.000;2008-03-17 00:00:00.000;2008-02-19 00:00:00.000;2;20,37;Ship to 44-A;Magazinweg 4567;Frankfurt a.M.;NULL;10222;Germany
10892;50;4;2008-02-17 00:00:00.000;2008-03-17 00:00:00.000;2008-02-19 00:00:00.000;2;120,27;Ship to 50-A;Rue Joseph-Bens 3456;Bruxelles;NULL;10241;Belgium
10893;39;9;2008-02-18 00:00:00.000;2008-03-18 00:00:00.000;2008-02-20 00:00:00.000;2;77,78;Destination RMBHM;Maubelstr. 1234;Brandenburg;NULL;10209;Germany
10894;71;1;2008-02-18 00:00:00.000;2008-03-18 00:00:00.000;2008-02-20 00:00:00.000;1;116,13;Ship to 71-A;7890 Suffolk Ln.;Boise;ID;10305;USA
10895;20;3;2008-02-18 00:00:00.000;2008-03-18 00:00:00.000;2008-02-23 00:00:00.000;1;162,75;Destination CUVPF;Kirchgasse 1234;Graz;NULL;10159;Austria
10896;50;7;2008-02-19 00:00:00.000;2008-03-19 00:00:00.000;2008-02-27 00:00:00.000;3;32,45;Ship to 50-A;Rue Joseph-Bens 3456;Bruxelles;NULL;10241;Belgium
10897;37;3;2008-02-19 00:00:00.000;2008-03-19 00:00:00.000;2008-02-25 00:00:00.000;2;603,54;Destination DGKOU;6789 Johnstown Road;Cork;Co. Cork;10204;Ireland
10898;54;4;2008-02-20 00:00:00.000;2008-03-20 00:00:00.000;2008-03-06 00:00:00.000;2;1,27;Ship to 54-B;Ing. Gustavo Moncada 5678 Piso 20-A;Buenos Aires;NULL;10253;Argentina
10899;46;5;2008-02-20 00:00:00.000;2008-03-20 00:00:00.000;2008-02-26 00:00:00.000;3;1,21;Ship to 46-C;Carrera 2345 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;10229;Venezuela
10900;88;1;2008-02-20 00:00:00.000;2008-03-20 00:00:00.000;2008-03-04 00:00:00.000;2;1,66;Ship to 88-A;Rua do Mercado, 4567;Resende;SP;10353;Brazil
10901;35;4;2008-02-23 00:00:00.000;2008-03-23 00:00:00.000;2008-02-26 00:00:00.000;1;62,09;Destination UOUWK;Carrera 9012 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10197;Venezuela
10902;24;1;2008-02-23 00:00:00.000;2008-03-23 00:00:00.000;2008-03-03 00:00:00.000;1;44,15;Destination NCKKO;Åkergatan 7890;Bräcke;NULL;10165;Sweden
10903;34;3;2008-02-24 00:00:00.000;2008-03-24 00:00:00.000;2008-03-04 00:00:00.000;3;36,71;Destination DPCVR;Rua do Paço, 6789;Rio de Janeiro;RJ;10194;Brazil
10904;89;3;2008-02-24 00:00:00.000;2008-03-24 00:00:00.000;2008-02-27 00:00:00.000;3;162,95;Ship to 89-A;7890 - 12th Ave. S.;Seattle;WA;10356;USA
10905;88;9;2008-02-24 00:00:00.000;2008-03-24 00:00:00.000;2008-03-06 00:00:00.000;2;13,72;Ship to 88-A;Rua do Mercado, 4567;Resende;SP;10353;Brazil
10906;91;4;2008-02-25 00:00:00.000;2008-03-11 00:00:00.000;2008-03-03 00:00:00.000;3;26,29;Ship to 91-B;ul. Filtrowa 6789;Warszawa;NULL;10365;Poland
10907;74;6;2008-02-25 00:00:00.000;2008-03-25 00:00:00.000;2008-02-27 00:00:00.000;3;9,19;Ship to 74-B;4567, rue Lauriston;Paris;NULL;10313;France
10908;66;4;2008-02-26 00:00:00.000;2008-03-26 00:00:00.000;2008-03-06 00:00:00.000;2;32,96;Ship to 66-B;Strada Provinciale 1234;Reggio Emilia;NULL;10289;Italy
10909;70;1;2008-02-26 00:00:00.000;2008-03-26 00:00:00.000;2008-03-10 00:00:00.000;2;53,05;Ship to 70-C;Erling Skakkes gate 6789;Stavern;NULL;10304;Norway
10910;90;1;2008-02-26 00:00:00.000;2008-03-26 00:00:00.000;2008-03-04 00:00:00.000;3;38,11;Ship to 90-A;Keskuskatu 2345;Helsinki;NULL;10361;Finland
10911;30;3;2008-02-26 00:00:00.000;2008-03-26 00:00:00.000;2008-03-05 00:00:00.000;1;38,19;Destination IIYDD;C/ Romero, 5678;Sevilla;NULL;10183;Spain
10912;37;2;2008-02-26 00:00:00.000;2008-03-26 00:00:00.000;2008-03-18 00:00:00.000;2;580,91;Destination DGKOU;6789 Johnstown Road;Cork;Co. Cork;10204;Ireland
10913;62;4;2008-02-26 00:00:00.000;2008-03-26 00:00:00.000;2008-03-04 00:00:00.000;1;33,05;Ship to 62-A;Alameda dos Canàrios, 8901;Sao Paulo;SP;10276;Brazil
10914;62;6;2008-02-27 00:00:00.000;2008-03-27 00:00:00.000;2008-03-02 00:00:00.000;1;21,19;Ship to 62-B;Alameda dos Canàrios, 9012;Sao Paulo;SP;10277;Brazil
10915;80;2;2008-02-27 00:00:00.000;2008-03-27 00:00:00.000;2008-03-02 00:00:00.000;2;3,51;Ship to 80-C;Avda. Azteca 5678;México D.F.;NULL;10334;Mexico
10916;64;1;2008-02-27 00:00:00.000;2008-03-27 00:00:00.000;2008-03-09 00:00:00.000;2;63,77;Ship to 64-C;Av. del Libertador 6789;Buenos Aires;NULL;10284;Argentina
10917;69;4;2008-03-02 00:00:00.000;2008-03-30 00:00:00.000;2008-03-11 00:00:00.000;2;8,29;Ship to 69-C;Gran Vía, 1234;Madrid;NULL;10299;Spain
10918;10;3;2008-03-02 00:00:00.000;2008-03-30 00:00:00.000;2008-03-11 00:00:00.000;3;48,83;Destination OLSSJ;2345 Tsawassen Blvd.;Tsawassen;BC;10130;Canada
10919;47;2;2008-03-02 00:00:00.000;2008-03-30 00:00:00.000;2008-03-04 00:00:00.000;2;19,80;Ship to 47-B;Ave. 5 de Mayo Porlamar 4567;I. de Margarita;Nueva Esparta;10231;Venezuela
10920;4;4;2008-03-03 00:00:00.000;2008-03-31 00:00:00.000;2008-03-09 00:00:00.000;2;29,61;Ship to 4-A;Brook Farm Stratford St. Mary 0123;Colchester;Essex;10238;UK
10921;83;1;2008-03-03 00:00:00.000;2008-04-14 00:00:00.000;2008-03-09 00:00:00.000;1;176,48;Ship to 83-A;Smagsloget 0123;Århus;NULL;10339;Denmark
10922;34;5;2008-03-03 00:00:00.000;2008-03-31 00:00:00.000;2008-03-05 00:00:00.000;3;62,74;Destination DPCVR;Rua do Paço, 6789;Rio de Janeiro;RJ;10194;Brazil
10923;41;7;2008-03-03 00:00:00.000;2008-04-14 00:00:00.000;2008-03-13 00:00:00.000;3;68,26;Destination OLJND;8901 rue Alsace-Lorraine;Toulouse;NULL;10216;France
10924;5;3;2008-03-04 00:00:00.000;2008-04-01 00:00:00.000;2008-04-08 00:00:00.000;2;151,52;Ship to 5-A;Berguvsvägen  9012;Luleå;NULL;10267;Sweden
10925;34;3;2008-03-04 00:00:00.000;2008-04-01 00:00:00.000;2008-03-13 00:00:00.000;1;2,27;Destination JPAIY;Rua do Paço, 8901;Rio de Janeiro;RJ;10196;Brazil
10926;2;4;2008-03-04 00:00:00.000;2008-04-01 00:00:00.000;2008-03-11 00:00:00.000;3;39,92;Destination RAIGI;Avda. de la Constitución 4567;México D.F.;NULL;10182;Mexico
10927;40;4;2008-03-05 00:00:00.000;2008-04-02 00:00:00.000;2008-04-08 00:00:00.000;1;19,79;Destination WWJLO;6789, avenue de l'Europe;Versailles;NULL;10214;France
10928;29;1;2008-03-05 00:00:00.000;2008-04-02 00:00:00.000;2008-03-18 00:00:00.000;1;1,36;Destination WOFLH;Rambla de Cataluña, 1234;Barcelona;NULL;10179;Spain
10929;25;6;2008-03-05 00:00:00.000;2008-04-02 00:00:00.000;2008-03-12 00:00:00.000;1;33,93;Destination QOCBL;Berliner Platz 1234;München;NULL;10169;Germany
10930;76;4;2008-03-06 00:00:00.000;2008-04-17 00:00:00.000;2008-03-18 00:00:00.000;3;15,55;Ship to 76-A;Boulevard Tirou, 8901;Charleroi;NULL;10317;Belgium
10931;68;4;2008-03-06 00:00:00.000;2008-03-20 00:00:00.000;2008-03-19 00:00:00.000;2;13,60;Ship to 68-B;Starenweg 7890;Genève;NULL;10295;Switzerland
10932;9;8;2008-03-06 00:00:00.000;2008-04-03 00:00:00.000;2008-03-24 00:00:00.000;1;134,64;Ship to 9-B;9012, rue des Bouchers;Marseille;NULL;10368;France
10933;38;6;2008-03-06 00:00:00.000;2008-04-03 00:00:00.000;2008-03-16 00:00:00.000;3;54,15;Destination QVTLW;Garden House Crowther Way 7890;Cowes;Isle of Wight;10205;UK
10934;44;3;2008-03-09 00:00:00.000;2008-04-06 00:00:00.000;2008-03-12 00:00:00.000;3;32,01;Ship to 44-C;Magazinweg 6789;Frankfurt a.M.;NULL;10224;Germany
10935;88;4;2008-03-09 00:00:00.000;2008-04-06 00:00:00.000;2008-03-18 00:00:00.000;3;47,59;Ship to 88-A;Rua do Mercado, 4567;Resende;SP;10353;Brazil
10936;32;3;2008-03-09 00:00:00.000;2008-04-06 00:00:00.000;2008-03-18 00:00:00.000;2;33,68;Destination AVQUS;2345 Baker Blvd.;Eugene;OR;10190;USA
10937;12;7;2008-03-10 00:00:00.000;2008-03-24 00:00:00.000;2008-03-13 00:00:00.000;3;31,51;Destination QTHBC;Cerrito 6789;Buenos Aires;NULL;10134;Argentina
10938;63;3;2008-03-10 00:00:00.000;2008-04-07 00:00:00.000;2008-03-16 00:00:00.000;2;31,89;Ship to 63-C;Taucherstraße 3456;Cunewalde;NULL;10281;Germany
10939;49;2;2008-03-10 00:00:00.000;2008-04-07 00:00:00.000;2008-03-13 00:00:00.000;2;76,33;Ship to 49-A;Via Ludovico il Moro 8901;Bergamo;NULL;10235;Italy
10940;9;8;2008-03-11 00:00:00.000;2008-04-08 00:00:00.000;2008-03-23 00:00:00.000;3;19,77;Ship to 9-C;0123, rue des Bouchers;Marseille;NULL;10369;France
10941;71;7;2008-03-11 00:00:00.000;2008-04-08 00:00:00.000;2008-03-20 00:00:00.000;2;400,81;Ship to 71-A;7890 Suffolk Ln.;Boise;ID;10305;USA
10942;66;9;2008-03-11 00:00:00.000;2008-04-08 00:00:00.000;2008-03-18 00:00:00.000;3;17,95;Ship to 66-C;Strada Provinciale 2345;Reggio Emilia;NULL;10290;Italy
10943;11;4;2008-03-11 00:00:00.000;2008-04-08 00:00:00.000;2008-03-19 00:00:00.000;2;2,17;Destination NZASL;Fauntleroy Circus 5678;London;NULL;10133;UK
10944;10;6;2008-03-12 00:00:00.000;2008-03-26 00:00:00.000;2008-03-13 00:00:00.000;3;52,92;Destination XJIBQ;1234 Tsawassen Blvd.;Tsawassen;BC;10129;Canada
10945;52;4;2008-03-12 00:00:00.000;2008-04-09 00:00:00.000;2008-03-18 00:00:00.000;1;10,22;Ship to 52-B;Heerstr. 0123;Leipzig;NULL;10248;Germany
10946;83;1;2008-03-12 00:00:00.000;2008-04-09 00:00:00.000;2008-03-19 00:00:00.000;2;27,20;Ship to 83-B;Smagsloget 1234;Århus;NULL;10340;Denmark
10947;11;3;2008-03-13 00:00:00.000;2008-04-10 00:00:00.000;2008-03-16 00:00:00.000;2;3,26;Destination NZASL;Fauntleroy Circus 5678;London;NULL;10133;UK
10948;30;3;2008-03-13 00:00:00.000;2008-04-10 00:00:00.000;2008-03-19 00:00:00.000;3;23,39;Destination GGQIR;C/ Romero, 6789;Sevilla;NULL;10184;Spain
10949;10;2;2008-03-13 00:00:00.000;2008-04-10 00:00:00.000;2008-03-17 00:00:00.000;3;74,44;Destination OLSSJ;2345 Tsawassen Blvd.;Tsawassen;BC;10130;Canada
10950;49;1;2008-03-16 00:00:00.000;2008-04-13 00:00:00.000;2008-03-23 00:00:00.000;2;2,50;Ship to 49-B;Via Ludovico il Moro 9012;Bergamo;NULL;10236;Italy
10951;68;9;2008-03-16 00:00:00.000;2008-04-27 00:00:00.000;2008-04-07 00:00:00.000;2;30,85;Ship to 68-A;Starenweg 6789;Genève;NULL;10294;Switzerland
10952;1;1;2008-03-16 00:00:00.000;2008-04-27 00:00:00.000;2008-03-24 00:00:00.000;1;40,42;Destination LOUIE;Obere Str. 6789;Berlin;NULL;10154;Germany
10953;4;9;2008-03-16 00:00:00.000;2008-03-30 00:00:00.000;2008-03-25 00:00:00.000;2;23,72;Ship to 4-B;Brook Farm Stratford St. Mary 1234;Colchester;Essex;10239;UK
10954;47;5;2008-03-17 00:00:00.000;2008-04-28 00:00:00.000;2008-03-20 00:00:00.000;1;27,91;Ship to 47-B;Ave. 5 de Mayo Porlamar 4567;I. de Margarita;Nueva Esparta;10231;Venezuela
10955;24;8;2008-03-17 00:00:00.000;2008-04-14 00:00:00.000;2008-03-20 00:00:00.000;2;3,26;Destination YCMPK;Åkergatan 8901;Bräcke;NULL;10166;Sweden
10956;6;6;2008-03-17 00:00:00.000;2008-04-28 00:00:00.000;2008-03-20 00:00:00.000;2;44,65;Ship to 6-B;Forsterstr. 3456;Mannheim;NULL;10301;Germany
10957;35;8;2008-03-18 00:00:00.000;2008-04-15 00:00:00.000;2008-03-27 00:00:00.000;3;105,36;Destination UOUWK;Carrera 9012 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10197;Venezuela
10958;54;7;2008-03-18 00:00:00.000;2008-04-15 00:00:00.000;2008-03-27 00:00:00.000;2;49,56;Ship to 54-C;Ing. Gustavo Moncada 6789 Piso 20-A;Buenos Aires;NULL;10254;Argentina
10959;31;6;2008-03-18 00:00:00.000;2008-04-29 00:00:00.000;2008-03-23 00:00:00.000;2;4,98;Destination GWPFK;Av. Brasil, 0123;Campinas;SP;10188;Brazil
10960;35;3;2008-03-19 00:00:00.000;2008-04-02 00:00:00.000;2008-04-08 00:00:00.000;1;2,08;Destination SXYQX;Carrera 0123 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;10198;Venezuela
10961;62;8;2008-03-19 00:00:00.000;2008-04-16 00:00:00.000;2008-03-30 00:00:00.000;1;104,47;Ship to 62-A;Alameda dos Canàrios, 8901;Sao Paulo;SP;10276;Brazil
10962;63;8;2008-03-19 00:00:00.000;2008-04-16 00:00:00.000;2008-03-23 00:00:00.000;2;275,79;Ship to 63-B;Taucherstraße 2345;Cunewalde;NULL;10280;Germany
10963;28;9;2008-03-19 00:00:00.000;2008-04-16 00:00:00.000;2008-03-26 00:00:00.000;3;2,70;Destination CIRQO;Jardim das rosas n. 8901;Lisboa;NULL;10176;Portugal
